"asin";"name";"rating";"date";"verified";"helpfulVotes"
"B00K0NS0P4";"M. S. Prager";4;"10-Jan-15";"TRUE";5
"B00K0NS0P4";"Q Johnson";5;"28-Dec-17";"TRUE";1
"B00K0NS0P4";"J & G";4;"06-Oct-14";"TRUE";3
"B00K0NS0P4";"Timmy";2;"19-Apr-15";"TRUE";4
"B00K15Q2B0";"Adam";1;"28-Mar-17";"TRUE";107
"B00K15Q2B0";"Nadisha";1;"19-Jun-16";"TRUE";34
"B00K15Q2B0";"AHS";5;"27-Oct-17";"TRUE";17
"B00K15Q2B0";"cruisades";5;"08-Dec-15";"TRUE";30
"B00K15Q2B0";"John C. Mckissick";1;"24-Mar-17";"TRUE";7
"B00K15Q2B0";"BRG";1;"03-Feb-18";"TRUE";4
"B00K15Q2B0";"Amazon Customer";1;"10-Apr-16";"TRUE";9
"B00K15Q2B0";"jsmith";1;"15-Mar-17";"TRUE";7
"B00K15Q2B0";"Kieth";3;"16-Nov-17";"TRUE";3
"B00K15Q2B0";"Amazon Customer";1;"03-Feb-17";"TRUE";5
"B00KHY09BE";"MyPenName";5;"16-Aug-14";"TRUE";108
"B00KHY09BE";"Susan Ball";1;"06-Apr-17";"TRUE";8
"B00KHY09BE";"Duane";5;"26-Sep-16";"TRUE";2
"B00KHY09BE";"John";5;"25-Nov-16";"TRUE";1
"B00KHY09BE";"Ken Hopson";5;"02-Jul-14";"FALSE";204
"B00KHY09BE";"PM12";5;"12-Dec-15";"TRUE";1
"B00KHY09BE";"Christine Currie";1;"10-Jul-18";"TRUE";1
"B00KHY09BE";"nmat";3;"15-Oct-17";"TRUE";1
"B00KHY09BE";"W. von Aspe";1;"13-Sep-16";"TRUE";5
"B00KHY09BE";"DogLover";5;"23-Sep-14";"TRUE";23
"B00KHY09BE";"Jose A. Norat Bernard";5;"09-Oct-14";"TRUE";12
"B00KHY09BE";"NurseHannah";5;"13-Jul-17";"TRUE";2
"B00KHY09BE";"E s";1;"13-Jan-18";"TRUE";1
"B00KHY09BE";"Paul F";1;"12-Jul-18";"TRUE";1
"B00KHY09BE";"Joe S";1;"05-Jan-18";"TRUE";2
"B00KHY09BE";"Cassandra Scheu";1;"15-Oct-17";"TRUE";1
"B00KHY09BE";"Kristy Wilson";1;"09-Sep-17";"TRUE";1
"B00KHY09BE";"Modie Lee";2;"14-Feb-15";"TRUE";1
"B00KHY09BE";"Steven G.";5;"29-Oct-15";"TRUE";1
"B00KHY09BE";"Dmojoman57";4;"29-Oct-15";"TRUE";1
"B00KHY09BE";"dpol";2;"15-Feb-18";"TRUE";1
"B00KHY09BE";"The Mousekiller";1;"28-Jun-18";"TRUE";2
"B00KHY09BE";"Amazon Customer";1;"20-Feb-16";"TRUE";2
"B00KHY09BE";"Allevo";3;"02-Mar-18";"TRUE";1
"B00KHY09BE";"Shannon";2;"25-Oct-16";"TRUE";2
"B00KHY09BE";"Eric";2;"18-Oct-16";"TRUE";1
"B00KHY09BE";"qpham63";2;"15-Nov-16";"TRUE";1
"B00KHY09BE";"Amazon Customer";1;"15-Jul-16";"TRUE";3
"B00KHY09BE";"Cory";2;"17-Aug-18";"TRUE";1
"B00KHY09BE";"Cherri";5;"18-Nov-14";"TRUE";2
"B00KHY09BE";"AmazonCustomer113";5;"18-Mar-17";"TRUE";1
"B00KHY09BE";"Girl Scout";4;"11-Apr-16";"TRUE";2
"B00KHY09BE";"Jimbo";5;"13-Jul-17";"TRUE";1
"B00KHY09BE";"Walker L.";2;"09-May-15";"TRUE";4
"B00KHY09BE";"Amazon Customer";2;"09-Aug-16";"TRUE";2
"B00KHY09BE";"imdevine";5;"08-Nov-14";"TRUE";10
"B00KHY09BE";"Tiffany";1;"10-Nov-16";"TRUE";2
"B00KHY09BE";"BeMyPenguin";1;"11-Jun-16";"TRUE";4
"B00KHY09BE";"Topher";3;"17-Mar-15";"TRUE";3
"B00KHY09BE";"Amazon Customer";4;"02-Nov-16";"TRUE";1
"B00KHY09BE";"Logan Stallworth";5;"13-Feb-15";"TRUE";1
"B00KHY09BE";"Amazon Customer";1;"24-Apr-16";"TRUE";2
"B00KHY09BE";"Love Books";1;"26-May-17";"TRUE";1
"B00KHY09BE";"McCool";5;"25-Jun-17";"TRUE";1
"B00KHY09BE";"John";1;"21-Mar-16";"TRUE";3
"B00KHY09BE";"Christopher Stephens";5;"15-Dec-15";"TRUE";1
"B00KHY09BE";"John Rogers";5;"07-Oct-14";"TRUE";4
"B00KHY09BE";"corey";2;"03-Dec-16";"TRUE";1
"B00KHY09BE";"Shaina";5;"16-Jul-16";"TRUE";1
"B00KHY09BE";"aaron";2;"22-Mar-16";"TRUE";2
"B00KHY09BE";"Amazon Customer";5;"30-Oct-16";"TRUE";1
"B00KHY09BE";"Said";5;"06-Jun-15";"TRUE";1
"B00KHY09BE";"Kindle Customer";5;"17-May-16";"TRUE";1
"B00KHY09BE";"BUGG";3;"29-Mar-17";"TRUE";1
"B00KHY09BE";"Ruben V.";5;"02-Jul-15";"TRUE";11
"B00KHY09BE";"Redwood Johnson";2;"06-Apr-17";"TRUE";6
"B00KHY09BE";"Amazon Customer";5;"01-Nov-16";"TRUE";1
"B00KHY09BE";"Manny";2;"25-Mar-15";"TRUE";2
"B00KHY09BE";"Phoenix";5;"08-Feb-15";"TRUE";1
"B00KHY09BE";"Naomi Bidlack";5;"17-Mar-17";"TRUE";1
"B00KHY09BE";"Cindy Davis";1;"09-Jun-16";"TRUE";11
"B00KHY09BE";"Amy Elders";5;"22-Oct-14";"TRUE";1
"B00KHY09BE";"David Jiang";4;"13-Apr-15";"TRUE";1
"B00KHY09BE";"Michael P Mendoza";5;"20-Mar-17";"TRUE";1
"B00KHY09BE";"Parker";1;"09-Jan-17";"TRUE";13
"B00KHY09BE";"deuce";5;"14-Jan-16";"TRUE";1
"B00KHY09BE";"The Basenji";5;"07-Sep-14";"TRUE";9
"B00KHY09BE";"Amazon Customer";1;"09-Feb-16";"TRUE";1
"B00KHY09BE";"Tammy Hardison";5;"23-Jan-16";"TRUE";1
"B00KHY09BE";"AirSpeed xXx";5;"08-Jun-16";"TRUE";1
"B00KHY09BE";"Derrick crowder";4;"26-Jan-16";"TRUE";1
"B00KHY09BE";"Gail Mitchell";2;"10-Apr-15";"TRUE";1
"B00KHY09BE";"readforfun1";1;"25-May-16";"TRUE";2
"B00KHY09BE";"Amazon Customer";2;"24-Dec-16";"TRUE";2
"B00KHY09BE";"Zachary A. Hill";3;"01-Nov-14";"TRUE";2
"B00KHY09BE";"michael nisperos";5;"22-Sep-14";"TRUE";1
"B00KHY09BE";"J. Verdun";5;"06-Oct-14";"TRUE";1
"B00KHY09BE";"Engra Castiglione";5;"08-Sep-14";"TRUE";1
"B00KHY09BE";"TBT";1;"30-Sep-17";"TRUE";1
"B00KHY09BE";"willie Beaman";5;"14-Sep-14";"TRUE";1
"B00KHY09BE";"timothy";1;"19-Jan-18";"TRUE";1
"B00KHY09BE";"Mark L. Dreiling";2;"20-Jan-16";"TRUE";3
"B00KHY09BE";"Lisa Medders";5;"21-Mar-17";"TRUE";1
"B00KHY09BE";"Brent";5;"08-Nov-15";"TRUE";2
"B00KHY09BE";"Country Dawg";5;"16-Mar-17";"TRUE";1
"B00KHY09BE";"Mary Carver";1;"01-Nov-15";"TRUE";1
"B00KHY09BE";"Hermes Gonzalez";5;"14-Oct-14";"TRUE";1
"B00KHY09BE";"Nathan Conniff";5;"10-Sep-14";"TRUE";5
"B00KHY09BE";"Dixie Martin";1;"12-Dec-16";"TRUE";1
"B00KHY09BE";"Dolores Toby";5;"23-Nov-14";"TRUE";1
"B00KHY09BE";"Al A.";4;"20-Nov-14";"TRUE";2
"B00KHY09BE";"Amazon Customer";2;"20-Jul-16";"TRUE";1
"B00KHY09BE";"Ruth Danziger Rogas";5;"08-Feb-15";"TRUE";1
"B00KHY09BE";"David Goble";4;"26-Dec-14";"TRUE";3
"B00KHY09BE";"Brandon";1;"16-May-16";"TRUE";1
"B00KHY09BE";"Brittanie Hix";5;"14-Sep-14";"TRUE";2
"B00KHY09BE";"HAWAIIAN1111";5;"22-Jul-14";"TRUE";3
"B00KHY09BE";"colt stephens";2;"26-Nov-15";"TRUE";1
"B00KHY09BE";"Xiao Ming Tang";4;"04-Aug-14";"TRUE";22
"B00KHY09BE";"Belmida Paule-Elise COVI";1;"08-Sep-15";"TRUE";1
"B00KHY09BE";"Wesley";5;"26-Aug-14";"TRUE";2
"B00KHY09BE";"Amazon Customer";1;"23-Nov-15";"TRUE";1
"B00KHY09BE";"Dakota Dailey";5;"21-Jul-15";"TRUE";1
"B00KHY09BE";"ComputerAficionado";1;"25-Dec-16";"TRUE";1
"B00KHY09BE";"Lee";1;"11-Dec-14";"TRUE";2
"B00KHY09BE";"Destiny";5;"02-Jan-17";"TRUE";1
"B00KHY09BE";"Steve Roach";3;"26-Sep-14";"TRUE";2
"B00KHY09BE";"Joe";3;"19-Nov-14";"TRUE";2
"B00KHY09BE";"Ursula Williamson";4;"16-Aug-14";"TRUE";1
"B00KHY09BE";"victor gonzales";5;"13-Aug-14";"TRUE";1
"B00KHY09BE";"Rebecca Sagerian";5;"08-Aug-14";"TRUE";1
"B00KHY09BE";"Aaron Flores";4;"08-Jun-15";"FALSE";7
"B00KHY09BE";"Zach K.";5;"05-Jul-14";"FALSE";93
"B00KHY09BE";"anonymous";2;"14-May-15";"FALSE";4
"B00KHY09BE";"Jason";3;"24-Oct-16";"FALSE";1
"B00KHY09BE";"Jims5543";5;"13-Feb-15";"FALSE";3
"B00KHY09BE";"anonymous";2;"22-Jun-15";"FALSE";3
"B00KHY09BE";"Thomas M.";5;"25-Apr-15";"FALSE";5
"B00KHY09BE";"roy campbell";5;"08-Sep-14";"FALSE";20
"B00KHY09BE";"Daniel W VII";2;"01-Jun-15";"FALSE";1
"B00KHY09BE";"Victoria";5;"11-Sep-14";"FALSE";11
"B00KHY09BE";"Erik";1;"12-May-15";"FALSE";5
"B00KHY09BE";"Heidi Kroner";1;"28-Dec-14";"FALSE";6
"B00KHY09BE";"christina";5;"12-Aug-15";"FALSE";1
"B00KHY09BE";"Mrs Dove";1;"20-Nov-15";"FALSE";4
"B00KHY09BE";"Smith A.";5;"20-Dec-14";"FALSE";6
"B00KHY09BE";"Brian Roll Tide Moyer";5;"24-Aug-14";"FALSE";7
"B00KHY09BE";"Amazon Customer";1;"18-Jun-18";"FALSE";1
"B00KHY09BE";"Glock Shooter";5;"30-Jul-14";"FALSE";5
"B00KHY09BE";"Cris";1;"29-Dec-14";"FALSE";7
"B00KHY09BE";"Ismael R.";1;"27-Apr-16";"FALSE";1
"B00KHY09BE";"Joanne Pollock";1;"06-Jul-15";"FALSE";2
"B00KHY09BE";"the passionate reader";1;"15-Aug-14";"FALSE";10
"B00KHY09BE";"Laughed";1;"14-Sep-14";"FALSE";41
"B00KHY09BE";"Musicman";3;"10-Sep-14";"FALSE";4
"B00KHY09BE";"Patrick Solomon";1;"10-Sep-15";"FALSE";1
"B00KHY09BE";"Amy";3;"29-Aug-14";"FALSE";4
"B00KHY09BE";"zel13";1;"22-Aug-14";"FALSE";13
"B00KHY09BE";"swim mom";3;"16-Aug-14";"FALSE";25
"B00KHY09BE";"Lobo50";5;"03-Jul-14";"FALSE";7
"B00KHY09BE";"Havs";1;"02-Jul-14";"FALSE";61
"B00KHY09BE";"Alexandra";1;"06-Aug-14";"FALSE";5
"B00KHY09BE";"Sameer Kenkare";1;"31-Aug-14";"FALSE";6
"B00KHY09BE";"k.micder";1;"03-Jul-14";"FALSE";21
"B00KHY09BE";"Stupid is as Stupid does";1;"28-Aug-14";"FALSE";2
"B00KHY09BE";"Bradley smith";4;"03-Jan-17";"TRUE";3
"B00KHY09BE";"hibankerjack";5;"27-Feb-17";"TRUE";2
"B00KHY09BE";"Kate";5;"25-Mar-17";"TRUE";3
"B00KHY09BE";"Angela Tornatore";3;"10-Jul-17";"TRUE";1
"B00KHY09BE";"Jaimie";5;"05-Nov-17";"TRUE";1
"B00KHY09BE";"jrjohn77";1;"09-Nov-17";"TRUE";1
"B00KHY09BE";"Michael Young History";3;"15-May-17";"TRUE";3
"B00KHY09BE";"Squirrel";1;"29-Mar-16";"TRUE";3
"B00KHY09BE";"Propstopper";5;"25-Oct-16";"TRUE";1
"B00KHY09BE";"Mason";4;"25-Apr-15";"TRUE";1
"B00KHY09BE";"Ramona";1;"09-Feb-16";"TRUE";2
"B00KHY09BE";"V.";3;"26-Jul-16";"TRUE";1
"B00KHY09BE";"RWH";5;"23-Oct-17";"TRUE";1
"B00KHY09BE";"ashley neymeyer";1;"31-Dec-17";"TRUE";1
"B00KHY09BE";"Angela G.";4;"29-Oct-16";"TRUE";2
"B00KHY09BE";"Kindle Customer";2;"13-Jan-17";"TRUE";1
"B00KHY09BE";"adam sweet";5;"05-Oct-15";"TRUE";1
"B00KHY09BE";"Debby";5;"06-Dec-14";"TRUE";1
"B00KHY09BE";"Sarah H";5;"27-Aug-15";"TRUE";1
"B00KHY09BE";"Doctor B";5;"03-Sep-16";"TRUE";1
"B00KHY09BE";"Samuel";1;"14-Sep-17";"TRUE";1
"B00KHY09BE";"Chris Dupuis";5;"13-Nov-16";"TRUE";4
"B00KHY09BE";"Tomlyn E. S.";2;"31-May-16";"TRUE";5
"B00KHY09BE";"WG";1;"01-Dec-16";"TRUE";2
"B00KHY09BE";"Amazon Customer";2;"23-Mar-16";"TRUE";2
"B00KHY09BE";"David M.";5;"10-Oct-15";"TRUE";1
"B00KHY09BE";"dragons_quest";5;"29-Nov-15";"TRUE";1
"B00KHY09BE";"Amazon Customer";5;"13-Aug-16";"TRUE";9
"B00KHY09BE";"Amazon Customer";4;"20-Dec-16";"TRUE";1
"B00KHY09BE";"Clark S.";5;"15-May-17";"TRUE";1
"B00KHY09BE";"mike johnson";2;"26-May-17";"TRUE";1
"B00KHY09BE";"Kindle Customer";5;"24-Oct-14";"TRUE";3
"B00KHY09BE";"MNJon";4;"12-Feb-15";"TRUE";6
"B00KHY09BE";"Surviving life";4;"27-Nov-15";"TRUE";1
"B00KHY09BE";"Josmely Vazquez";2;"07-Jun-16";"TRUE";1
"B00KHY09BE";"Al A.";1;"13-Aug-17";"TRUE";1
"B00KHY09BE";"D&S";3;"22-Dec-16";"TRUE";1
"B00KHY09BE";"TimTim";2;"14-Apr-17";"TRUE";1
"B00KHY09BE";"sciencestudent";5;"06-Jan-15";"TRUE";2
"B00KHY09BE";"megan myers";2;"23-Mar-16";"TRUE";3
"B00KHY09BE";"ManieD";1;"01-Mar-15";"TRUE";7
"B00KHY09BE";"Patrick C.";3;"07-Jan-16";"TRUE";1
"B00KHY09BE";"Gregory Denney";2;"13-Mar-16";"TRUE";3
"B00KHY09BE";"Xing Qingyu";4;"25-Sep-14";"TRUE";3
"B00KHY09BE";"UristMcHolland";5;"18-Sep-16";"TRUE";1
"B00KHY09BE";"Bernadette";4;"06-Jan-16";"TRUE";1
"B00KHY09BE";"Pen Name";4;"09-Mar-15";"TRUE";5
"B00KHY09BE";"mootz";1;"09-Aug-16";"TRUE";5
"B00KHY09BE";"Amazon Customer";5;"21-Jul-16";"TRUE";2
"B00KHY09BE";"Amazon Customer";1;"10-Sep-16";"TRUE";1
"B00KHY09BE";"Al & Tina";5;"13-Feb-15";"TRUE";1
"B00KHY09BE";"Amazon Customer";4;"29-Oct-15";"TRUE";1
"B00KHY09BE";"Amethyst Mitchell";5;"07-Dec-14";"TRUE";1
"B00KHY09BE";"christy";5;"08-Jul-15";"TRUE";1
"B00KHY09BE";"Sittal";5;"21-Apr-15";"TRUE";1
"B00KHY09BE";"Annie Scalise";5;"21-Jun-15";"TRUE";1
"B00KHY09BE";"ihateamazon";1;"15-Jun-16";"TRUE";1
"B00KHY09BE";"Lon J. Loren";4;"20-Jan-15";"TRUE";1
"B00KHY09BE";"ryan";4;"31-Jan-15";"TRUE";2
"B00KHY09BE";"Jeff M.";1;"08-Sep-17";"TRUE";1
"B00KHY09BE";"Chris";1;"05-Jan-17";"TRUE";3
"B00KHY09BE";"Jennifer";5;"05-Sep-14";"TRUE";3
"B00KHY09BE";"rv63";5;"21-Nov-15";"TRUE";1
"B00KHY09BE";"Brian";5;"12-Oct-14";"TRUE";5
"B00KHY09BE";"SlickyWickyNicky";4;"27-Oct-14";"TRUE";1
"B00KHY09BE";"St Nich";1;"10-Jul-16";"TRUE";1
"B00KHY09BE";"Mamie";2;"10-Sep-15";"TRUE";1
"B00KHY09BE";"loliva73";1;"15-Mar-15";"TRUE";1
"B00KHY09BE";"brittany hardin";1;"23-Jul-15";"TRUE";1
"B00KHY09BE";"Amazon Customer";2;"28-Apr-16";"TRUE";1
"B00KHY09BE";"Chuck Davis";5;"03-Apr-15";"TRUE";1
"B00KHY09BE";"LindsayR";4;"16-Nov-14";"TRUE";7
"B00KHY09BE";"T. Crofoot";5;"29-Oct-14";"TRUE";1
"B00KHY09BE";"Anne";5;"07-Jan-15";"TRUE";1
"B00KHY09BE";"Haoming";5;"07-Nov-14";"TRUE";5
"B00KHY09BE";"SMALLJOES";3;"24-Mar-15";"TRUE";1
"B00KHY09BE";"Chris Pyle";4;"28-Feb-15";"TRUE";1
"B00KHY09BE";"Angehl";5;"23-Aug-14";"TRUE";6
"B00KHY09BE";"tina hill";2;"23-Oct-15";"TRUE";1
"B00KHY09BE";"Shawn Porter";2;"23-Jul-15";"TRUE";1
"B00KHY09BE";"Christian Veron";5;"06-Aug-14";"TRUE";1
"B00KHY09BE";"maria2664";5;"17-Sep-14";"TRUE";1
"B00KHY09BE";"Andrew XZ";1;"19-Jan-16";"TRUE";1
"B00KHY09BE";"Jun Wang";1;"23-Feb-15";"TRUE";1
"B00KHY09BE";"refref";1;"30-Oct-14";"TRUE";4
"B00KHY09BE";"Cengiz Gunay";3;"04-Sep-14";"TRUE";3
"B00KHY09BE";"Susan King";5;"28-Jun-14";"FALSE";57
"B00KHY09BE";"Amazon Customer";1;"28-Apr-15";"TRUE";1
"B00KHY09BE";"Deak";1;"21-Nov-14";"TRUE";2
"B00KHY09BE";"Steven Espinoza";1;"30-Oct-14";"TRUE";4
"B00KHY09BE";"Valerie Noller";1;"15-Jan-15";"TRUE";5
"B00KHY09BE";"Cellphone Junkie";5;"14-Jul-14";"FALSE";19
"B00KHY09BE";"Scotty";5;"18-Aug-14";"FALSE";18
"B00KHY09BE";"Gracie";3;"01-Feb-17";"FALSE";2
"B00KHY09BE";"Chelsea";1;"22-Sep-15";"FALSE";1
"B00KHY09BE";"Groundhog";5;"23-Jul-15";"FALSE";1
"B00KHY09BE";"Amazon Customer";2;"10-Apr-15";"FALSE";3
"B00KHY09BE";"Best Buddy Dog";1;"10-May-16";"FALSE";2
"B00KHY09BE";"BritishObsessed.";1;"02-Apr-15";"FALSE";1
"B00KHY09BE";"Kindle Customer";4;"05-Jan-15";"FALSE";1
"B00KHY09BE";"RH";1;"14-Jul-15";"FALSE";2
"B00KHY09BE";"BSEngr";4;"22-Oct-14";"FALSE";3
"B00KHY09BE";"K. Long";5;"21-Sep-14";"FALSE";13
"B00KHY09BE";"Robbb4donl";5;"08-Aug-14";"FALSE";3
"B00KHY09BE";"M. Michel";4;"02-Jan-15";"FALSE";2
"B00KHY09BE";"Shawna Williams";1;"03-Dec-15";"FALSE";1
"B00KHY09BE";"Christopher Nergart";1;"08-Apr-15";"FALSE";1
"B00KHY09BE";"kimgee";1;"25-Aug-15";"FALSE";1
"B00KHY09BE";"Connie S. Litrenta";5;"26-Aug-14";"FALSE";3
"B00KHY09BE";"Kostya K.";1;"30-Jul-14";"TRUE";8
"B00KHY09BE";"unbiasedreviewer";5;"26-Sep-14";"FALSE";1
"B00KHY09BE";"Deborah Keller";1;"15-Dec-14";"FALSE";3
"B00KHY09BE";"Alex el";1;"28-Mar-16";"FALSE";1
"B00KHY09BE";"Ray";1;"05-May-15";"FALSE";4
"B00KHY09BE";"Jack hewett";5;"11-Jul-14";"FALSE";6
"B00KHY09BE";"Todd Troutman";5;"12-Jul-14";"FALSE";2
"B00KHY09BE";"Kindle Customer";4;"04-Sep-14";"FALSE";3
"B00KHY09BE";"Mason Jenkins";1;"24-May-15";"FALSE";1
"B00KHY09BE";"Fresh T";1;"10-Nov-14";"FALSE";5
"B00KHY09BE";"josh terriere";1;"20-Aug-14";"FALSE";2
"B00KHY09BE";"MatthewO'Connor";5;"23-Jul-14";"FALSE";6
"B00KHY09BE";"Yes.";1;"08-Jul-14";"FALSE";4
"B00KM10ITK";"Robert Griffon";5;"07-Nov-15";"TRUE";13
"B00KM10ITK";"Amazon Customer";5;"15-Aug-15";"TRUE";10
"B00KM10ITK";"Amazon Customer";1;"02-Oct-16";"TRUE";10
"B00KM10ITK";"Troy S.";5;"24-Jul-16";"TRUE";4
"B00KM10ITK";"Buinitzky";5;"03-Nov-15";"TRUE";4
"B00KM10ITK";"Ervin Quezada";5;"07-Dec-16";"TRUE";6
"B00KM10ITK";"Lee";5;"16-Oct-15";"TRUE";2
"B00KM10ITK";"Amazon Customer";5;"19-Sep-17";"TRUE";2
"B00KM10ITK";"J Resb";5;"26-Feb-18";"TRUE";4
"B00KM10ITK";"Dan";5;"12-Oct-15";"TRUE";2
"B00KM10ITK";"Bear";5;"23-Nov-17";"TRUE";2
"B00KM10ITK";"Guy Gell";2;"11-Aug-15";"TRUE";5
"B00KM10ITK";"Heather";4;"29-Nov-15";"TRUE";2
"B00KM10ITK";"Isaiah Felton";4;"25-Aug-15";"TRUE";2
"B00KM10ITK";"Kindle Customer";5;"16-Oct-15";"TRUE";1
"B00KM10ITK";"Muhammad";3;"27-Aug-15";"TRUE";2
"B00KM10ITK";"M17";5;"05-Oct-17";"TRUE";1
"B00KM10ITK";"C. EBENEZER";2;"16-Aug-15";"TRUE";3
"B00KM10ITK";"D. M. Susong";5;"30-Aug-17";"TRUE";1
"B00KM10ITK";"RepubliCommando";3;"19-Feb-18";"TRUE";1
"B00KM10ITK";"Jenny B";1;"14-Apr-17";"TRUE";1
"B00KM10ITK";"tBway";5;"27-Jul-17";"TRUE";1
"B00KM10ITK";"Alex Lafevre";5;"01-Oct-15";"TRUE";1
"B00KM10ITK";"Jake";5;"18-Nov-17";"TRUE";1
"B00KM10ITK";"ALI SALEH";1;"01-Nov-15";"TRUE";8
"B00KM10ITK";"Amazon Customer";1;"25-Sep-17";"TRUE";2
"B00KM10ITK";"Cliff W.";5;"01-Mar-18";"TRUE";1
"B00KM10ITK";"create15";1;"11-Aug-17";"TRUE";1
"B00KM10ITK";"Peter";2;"01-Nov-16";"TRUE";1
"B00KM10ITK";"Amazon Customer";1;"03-Oct-16";"TRUE";3
"B00KM10ITK";"Marsha";5;"06-Nov-17";"TRUE";1
"B00KM10ITK";"Anonymous";4;"21-Jul-15";"TRUE";2
"B00KM10ITK";"Krista Treaster";1;"10-Nov-16";"TRUE";1
"B00KM10ITK";"Melissa";1;"31-Aug-17";"TRUE";2
"B00KM10ITK";"Joseph Karnes";1;"20-Oct-17";"TRUE";1
"B00KM10ITK";"JOSELYS Z.";4;"04-Oct-17";"TRUE";1
"B00KM10ITK";"Jorge L. Mejia";1;"23-Jan-17";"TRUE";2
"B00KM10ITK";"Raul Cordoba";4;"01-Aug-16";"TRUE";1
"B00KM10ITK";"Donald Heminitz";1;"26-Dec-16";"TRUE";3
"B00KM10ITK";"Emily";5;"27-Nov-15";"TRUE";2
"B00KM10ITK";"mrjeremiahross";4;"17-Sep-15";"TRUE";2
"B00KM10ITK";"marion mccarthy";4;"19-Feb-17";"TRUE";1
"B00KM10ITK";"Amazon Customer";1;"22-Sep-17";"TRUE";1
"B00KM10ITK";"RAD";2;"14-Sep-16";"TRUE";1
"B00KM10ITK";"Juliette Jayloe Jordan";1;"14-Oct-15";"TRUE";2
"B00KM10ITK";"ranger 609";5;"10-Mar-16";"TRUE";2
"B00KM10ITK";"Jack";1;"08-Dec-16";"TRUE";4
"B00KM10ITK";"Armando";5;"21-Feb-18";"TRUE";1
"B00KM10ITK";"Akosua Williamson";1;"16-Dec-16";"TRUE";3
"B00KM10ITK";"Amazon Customer";1;"11-Oct-17";"TRUE";2
"B00KM10ITK";"yappy";5;"09-Apr-16";"TRUE";1
"B00KM10ITK";"Amazon Customer";1;"15-Jun-17";"TRUE";2
"B00KM10ITK";"Buyem";5;"18-Jan-17";"TRUE";1
"B00KM10ITK";"Anh Pham";2;"10-Dec-15";"TRUE";1
"B00KM10ITK";"cjduran";5;"30-Aug-15";"TRUE";1
"B00KM10ITK";"terri a";5;"21-Jun-15";"TRUE";1
"B00KM10ITK";"G Z";1;"04-Sep-15";"TRUE";14
"B00KM10ITK";"Oleg";3;"08-Aug-15";"TRUE";6
"B00KM10ITK";"Monica Zacharski";1;"28-Nov-15";"TRUE";2
"B00KM10ITK";"Hamza C.";1;"05-Mar-18";"TRUE";1
"B00KM10ITK";"IrieBlue";5;"28-Oct-15";"TRUE";1
"B00KM10ITK";"Johnny Kappa";5;"17-Nov-15";"TRUE";1
"B00KM10ITK";"colla";3;"28-Feb-16";"TRUE";1
"B00KM10ITK";"Seniya";1;"25-Nov-15";"TRUE";2
"B00KM10ITK";"K";1;"21-Sep-15";"TRUE";2
"B00KM10ITK";"medellia";1;"12-Nov-15";"TRUE";2
"B00KM10ITK";"Amazon Customer";4;"02-Sep-16";"TRUE";2
"B00KM10ITK";"Amazon Customer";1;"31-Jul-17";"TRUE";1
"B00KM10ITK";"justin b monteith";1;"24-Sep-17";"TRUE";1
"B00KM10ITK";"Santiago";4;"01-Sep-15";"TRUE";1
"B00KM10ITK";"Jose Elvira";5;"24-Feb-16";"TRUE";1
"B00KM10ITK";"Whitney Stern";1;"17-Apr-15";"TRUE";8
"B00KM10ITK";"Cue Navadeh";5;"18-Dec-16";"TRUE";1
"B00KM10ITK";"Victoria M.";1;"18-Aug-17";"TRUE";1
"B00KM10ITK";"MarcUsSp";4;"14-Aug-15";"TRUE";1
"B00KM10ITK";"Marshall Swain";5;"04-Mar-16";"TRUE";1
"B00KM10ITK";"Amazon Customer";1;"13-Sep-16";"TRUE";1
"B00KM10ITK";"C.S.Santhosh";5;"14-Dec-15";"TRUE";2
"B00KM10ITK";"Amazon Customer";4;"20-Apr-17";"TRUE";1
"B00KM10ITK";"JOSE SALAZAR";1;"17-Nov-15";"TRUE";3
"B00KM10ITK";"Stacy Renee Lunsford";4;"31-Dec-16";"TRUE";1
"B00KM10ITK";"AcostaNico";5;"01-Apr-16";"TRUE";1
"B00KM10ITK";"Lisa R";1;"19-Oct-16";"TRUE";1
"B00KM10ITK";"Benjamin";5;"22-Sep-15";"TRUE";1
"B00KM10ITK";"Amazon Customer";1;"09-Dec-15";"TRUE";2
"B00KM10ITK";"Som";1;"26-Jul-16";"TRUE";1
"B00KM10ITK";"Amazon Customer";1;"01-Mar-16";"TRUE";1
"B00KM10ITK";"nancy nicolajsen";1;"06-Sep-15";"TRUE";2
"B00KM10ITK";"Carlos P.";1;"10-Nov-15";"TRUE";2
"B00KM10ITK";"Bgirl99";4;"02-Nov-15";"TRUE";1
"B00KM10ITK";"LeonidMartiuniuc";5;"19-Aug-15";"TRUE";2
"B00KM10ITK";"Incite2Riot";2;"17-Feb-16";"TRUE";2
"B00KM10ITK";"Olivia Calderon";5;"25-Aug-15";"TRUE";1
"B00KM10ITK";"william mcdowell";5;"06-Aug-15";"TRUE";1
"B00KM10ITK";"vijayakumar";4;"08-Jul-15";"TRUE";1
"B00KM10ITK";"Ramon J Colunga";5;"16-Apr-15";"TRUE";35
"B00KM10ITK";"April allen";5;"29-Apr-15";"TRUE";1
"B00KM10ITK";"Amazon Customer";5;"25-Nov-15";"TRUE";1
"B00KM10ITK";"Maria B.";4;"29-Oct-15";"TRUE";1
